Unnamed: 0,x_i,x_j,Label
4710,"his life was one long struggle ,",and the struggle was not only for the survival of the family but also for the survival of the community.,GPT_NEO
4711, they want you to use your previous,name.,GPT_NEO
4712, she walked in with,the other two.,GPT_NEO
4713,"outside , rain started to","fall, and the sky was blue,",GPT_NEO
4714,"her hand , as if driven by a",desire to be a better person.,GPT_NEO
4715,"confronting his evil was necessary , but still",he was not able to do it.,GPT_NEO
4716,they 're desperate for each,other.,GPT_NEO
4717,a stab of envy hit,her in the face.,GPT_NEO
4718,"and lecie knew , just like everybody else","""I'm sorry, I'm sorry,"" he said.",GPT_NEO
4719,the politicians were all excited and,excited about the new government.,GPT_NEO
4720,"bridget asks abe , grabbing",a couple of the cards and putting them in the bag.,GPT_NEO
4721,the tsar and tsarevich have gone forward to,"the  ""fairy tales"" of the tsar and tsarevich.",GPT_NEO
4722,"strangely enough , considering lin 's secret feelings for ian",ian is ian's ian's ian's ian's ian's ian's ian's ian's ian's ian's ian,GPT_NEO
4723,ecealdor himself had given the orchards,of the Cape and the Cape Coast a good deal of attention.,GPT_NEO
4724,"one by one , robinson questioned us ,","nd we were all in the same boat, and we were all in the same boat,",GPT_NEO
4725,vivienne eyed me warily at that breakfast table,".  ""I'm not going to be a fool,"" she said. ""I'm not going to be a fool.""  ""I'm not going to be a fool,",GPT_NEO
4726,jenks had parental guilt mixed with a strong streak of,guilt.,GPT_NEO
4727,i closed my eyes,".  ""I'm sorry,"" I said. ""I'm sorry.""  ""I'm sorry,",GPT_NEO
4728,he had n't moved since the last,time he'd seen her.,GPT_NEO
4729,"that kind of wealth made you crazy ,",and that's why you're so lucky to have a job.,GPT_NEO
4730,teacher pressed the button,".  ""I'm sorry, but I can't help you,",GPT_NEO
4731,yellow words trailed across the bottom,of the screen.,GPT_NEO
4732,i need to get out of the house,.  I have a friend who is a teacher and she is a teacher. She is a teacher and she is a teacher. She is a teacher. She is a teacher. She is a teacher.,GPT_NEO
4733,if indiana had n't known what to do,she'd have to go to the police.,GPT_NEO
4734,"there is military situation , and there is time of",the day to do it.,GPT_NEO
4735,i 'm the luckiest son,"of the two, and he was a good man.",GPT_NEO
4736,it was a couple months after the funeral,".  ""I'm sorry,",GPT_NEO
4737,they knew that combining their strength was,a good thing.,GPT_NEO
4738,i need some passports for,the trip.,GPT_NEO
4739,if you want to listen,"to the music, you can listen to the music on the radio.",GPT_NEO
4740,kamiko held out her hand,". ""I'm sorry, I'm sorry.""  ""I'm sorry,",GPT_NEO
4741,she faced me with the members of the,group.,GPT_NEO
4742,"another erastide came and went , and annath",t was,GPT_NEO
4743,i told my wife i wanted a divorce,.  I was so happy with my marriage. I was so happy with my kids. I was so happy with my wife. I was so happy with my kids. I was so happy with my wife,GPT_NEO
4744,he did n't want her bolting,up.,GPT_NEO
4745,"she fell sick last week ,","and I was so sick, I was so sick,",GPT_NEO
4746,if there was a way to get him,"to do it, he would have to do it.",GPT_NEO
4747,what in her twelve,"-year-old mind, and the  ""I"" in her twenty-year-old mind.",GPT_NEO
4748,"her escorts immediately responded , nearly giving kendra",a lift.,GPT_NEO
4749,he indicated the area beside her,".  ""I'm sorry,"" she said. ""I didn't mean to hurt you.""  ""I'm sorry,",GPT_NEO
4750,"he questioned , patting",his hand over his mouth.,GPT_NEO
4751,but it meant the wolf,was in the room.,GPT_NEO
4752,"but i was home sleeping , where","i was in the house, i was in the house,",GPT_NEO
4753,one of the reasons she had started up,the business.,GPT_NEO
4754,he could n't think about the void in his,head.,GPT_NEO
4755,"ava , it 's disrupting my concentration quite",bit.,GPT_NEO
4756,in fact mr groat is probably unkillable by,the,GPT_NEO
4757,"'i am composed , your grace , ' delada","d'delada,'delada,",GPT_NEO
4758,that must be atmospheric moisture condensing on,the surface of the substrate.,GPT_NEO
4759,i stared up at the ceiling and,wondered what it was all about.,GPT_NEO
4760,"they give reluctantly under claws , so just brute",force is needed.,GPT_NEO
4761,"the phone stopped , and seconds","later, the phone was still ringing.",GPT_NEO
4762,michael blinked and managed to get the sword,out of his hand.,GPT_NEO
4763,i 've even gone so far as to,say that the,GPT_NEO
4764,she ' s too,"""I'm sorry,"" he said.",GPT_NEO
4765,i sat there for a minute or two,", and then he said, ""I'm sorry, I'm not going to be able to do this.",GPT_NEO
4766,daffolitta and tulitta renewed a peace treaty 10,years later.,GPT_NEO
4767,"or possibly , given the lingerie",and the clothes.,GPT_NEO
4768,"nothing dreadful , but a",little more than that.,GPT_NEO
4769,"it was a setback , yes , but","t was a big one, and it was a big one,",GPT_NEO
4770,blessed with a more moderate climate than egypt,.  The climate of the country is very different from that of the Middle East. The climate of the country is very different from that of the Middle East. The climate of the country is,GPT_NEO
4771,"were not completely isolated out here , but it",is a very important part of the community.,GPT_NEO
4772,"only without men , without their vital energy ,","ithout their  _soul_, without their _soul_,",GPT_NEO
4773,"she looked up into his eyes ,","and said, ""I'm sorry, but I don't know what to do.",GPT_NEO
4774,the night is cloudless and the slice of,the moon is a little bit of the moon.,GPT_NEO
4775,he had tried to catch her before she,'d even gotten to him.,GPT_NEO
4776,i met marcus 's eyes,and the,GPT_NEO
4777," but if the voice has empathy ,",it is not a voice of the person who is being hurt.,GPT_NEO
4778,"less than twenty metres away , lying in",the middle of the road.,GPT_NEO
4779,i doubted the firestarter was a friend ;,"-)  I'm not sure if I'm being a bit naive, but I'm not sure if I'm being a bit naive.",GPT_NEO
4780,she followed me into my apartment and i,"was in the kitchen, and i was in the kitchen,",GPT_NEO
4781,"stupid , stupid , stupidjamie had tried to","et him to do something stupid, stupid,",GPT_NEO
4782,were you trying to be,"a good guy?"" ""I'm not.",GPT_NEO
4783,"he turned to face her , hands",clasped in his lap.,GPT_NEO
4784, i 'm not the one that cheated,me.,GPT_NEO
4785,"he frowned , looking over",at the man.,GPT_NEO
4786,"for one thing , the trails they followed",were not very good.,GPT_NEO
4787,"wait , why wo n't they","o it?  I'm not sure if I'm being too harsh, but I'm not sure if I'm being too harsh.",GPT_NEO
4788,ronnie and kim stood in the,doorway.,GPT_NEO
4789,if the professors hadnt deserted us we might,have been able to get a better idea of what we were doing.,GPT_NEO
4790," ye appeared to be in danger ,",but he was not.,GPT_NEO
4791,were n't you listening,"to me?"" ""I'm not listening to you.",GPT_NEO
4792,hes going to attack people in,the streets.,GPT_NEO
4793,i gasped as the heat,of the sun was rising.,GPT_NEO
4794,everything will be different after,the first year.,GPT_NEO
4795,"however i do n't sleep , i remain","wake, i sleep,",GPT_NEO
4796, i have good,luck with this one.,GPT_NEO
4797, i thought i could,"do it with a simple function, but i'm not sure how to do it.",GPT_NEO
4798,"but then , i reason , as we round another","ound, we round the other round,",GPT_NEO
4799, but we must,be careful not to let the,GPT_NEO
4800,"gritting her teeth , she climbed the first","flight of stairs, and then she was on the second.",GPT_NEO
4801,"i counted , noting the vibe",of the room.,GPT_NEO
4802,he quickly remembers his cell phone,".  ""I'm sorry,"" he said. ""I'm sorry.""  ""I'm sorry,",GPT_NEO
4803," no , '' she","is a woman, and she is a woman,",GPT_NEO
4804,"it would add some time to the process ,",but I don't think it's a good idea to do it.,GPT_NEO
4805,after it had maximized its presence in the,population.,GPT_NEO
4806,"i needed something heavy and unchangeable now ,",but I'm not sure how to get it to work.,GPT_NEO
4807,may they each get,a chance to get a chance to get a chance to get a chance to get a chance to get a chance to get a chance to get a chance to get a chance to get a chance to get a chance to get a chance,GPT_NEO
4808, i did n't realize that she was a,woman.,GPT_NEO
4809,"he would , however , always remember his",ather's name.,GPT_NEO
4810,olivia got up from the,ground and ran away.,GPT_NEO
4811," nothing to do but get started ,","i have a problem with the code, i have to use the code to get the data,",GPT_NEO
4812,she lovingly traced the pads of,"her fingers, and then she took them out of her pocket and put them in her pocket-book.",GPT_NEO
4813,it made me wonder if,I was the only one who had ever seen a man who was so unfamiliar with the world that he could not understand it.,GPT_NEO
4814, that 's what joe and tee think,of when they're talking about the 'hood of the 'hood of the 'hood of the 'hood of the 'hood of the 'hood of the 'hood of the 'hood of the 'hood,GPT_NEO
4815,"the gurrows , of the east harbor grouping",and the,GPT_NEO
4816,the big hallway that we 'd entered had,"a lot of doors, and I was going to have to go through the door to get to the other side.",GPT_NEO
4817,"he could n't be the perp , since",e was a man of the world.,GPT_NEO
4818,"geist is my only confidante , but when","I was in the middle of a big game, I was in the middle of a big game.",GPT_NEO
4819," no , he 's a software executive",and he's a software engineer.,GPT_NEO
4820,"yeah , uh , im","ot sure if i can do it, but i think i can do it,",GPT_NEO
4821, can you meet me there,"?"" ""I'm sorry, but I don't know what to say.",GPT_NEO
4822,"it was n't for blood , it was","or blood, it was for blood,",GPT_NEO
4823,i 'll see you tomorrow,"."" ""I'll be there."" ""I'll be there."" ""I'll be there."" ""I'll be there."" ""I'll be there."" ""I'll be there."" ""I'll be there."" """,GPT_NEO
4824,the barghests pressed themselves against danny 's,barghests.,GPT_NEO
4825,all sites combined within the states have,been identified.,GPT_NEO
4826,"a chamber of some kind ,",and the,GPT_NEO
4827,i just want her to know,that she is not alone.,GPT_NEO
4828,"the stranger slowly stood , helping gunner do",his job.,GPT_NEO
4829,usual y it takes your people ten minutes,to get to the hospital.,GPT_NEO
4830,"back then , he would n't",e able to get the job done.,GPT_NEO
4831,leah nodded her head weakly,".  ""I'm sorry, but I'm not sure I can help you.""  ""I'm not sure I can help you,",GPT_NEO
4832,i took a step forward and,"said, “I’m going to do this.",GPT_NEO
4833,a number of cul-de-sacs extend out of browning road,",",GPT_NEO
4834,below them the sunlight filtered in just,over a minute.,GPT_NEO
4835, we had no,idea that the other side was going to be so much more than that.,GPT_NEO
4836,with a genuine smile of,satisfaction.,GPT_NEO
4837,"taking his plate , he went",to the door and opened it.,GPT_NEO
4838," mr brockhill , you 'll have to",go to the library to get a copy of the book.,GPT_NEO
4839,twin candelabras left the fireplace mantel and bounced,on the floor.,GPT_NEO
4840,it was possible i had,to do it.,GPT_NEO
4841,blake was seated at his usual perch on the opposite,side of the room.,GPT_NEO
4842,maybe she 'd never gotten the mercy gene,".  ""I'm sorry,",GPT_NEO
4843, eric said you,would be able to do that.,GPT_NEO
4844,i unbuckle my seatbelt as he puts the,car into gear and drives it to the curb.,GPT_NEO
4845," because unlike you , i know about real relationships","i know about the real world, i know about the real world,",GPT_NEO
4846,"drop them down your face ,",and then you can go back to the beginning of the game.,GPT_NEO
4847,he said nothing else and i did n't press,the button.,GPT_NEO
4848,every time she had to share you,with her.,GPT_NEO
4849,"speaking of , i glanced down","at the screen, and then looked up at the screen again.",GPT_NEO
4850,"he called parrish and judge trussel , but",he was not a judge.,GPT_NEO
