Unnamed: 0,x_i,x_j,Label
3965,he had learned well the ways of combat from,"his father, and he was a good soldier.",GPT2
3966,so you really think the,game is going to be good?I think it's going to be good.,GPT2
3967,"this doll was somehow part of her ,",and she was a part of her own body.,GPT2
3968,ive been a good and,good friend to me.,GPT2
3969,"chapter 7 two weeks later , grandview",", and the rest of the city were in the midst of a riot.",GPT2
3970,she said it was in the past,".""I think it's a good thing that we're not going to have to go through this again,",GPT2
3971,he 'd been looking pale ; he 'd,been looking pale.,GPT2
3972, though the night may seem too dark to,be a good night's sleep.,GPT2
3973,then she opened her seat,and looked at me.,GPT2
3974,"see what happens when you play rough ,",and how to play it better.,GPT2
3975,"and so is phoenix , oh my gosh",", I'm so sorry,",GPT2
3976,i 'm glad the text from,the book is not in the book.,GPT2
3977, that 's because i 'm technically not allowed,to do that.,GPT2
3978,i did n't hear the crunch of,the door.,GPT2
3979,"granted , jacky was n't doing much dancing",", and he was just a little bit too busy to do anything.",GPT2
3980, i 'm all grown up,. I'm not going to be a kid anymore. I'm not going to be a kid anymore. I'm not going to be a kid anymore. I'm not going to be a kid anymore. I'm not,GPT2
3981,"circe , finnie , loretta , meeta and",more.,GPT2
3982,"i 'd try to escape , but i",'m not sure if it's possible to escape from the game.,GPT2
3983,this was coles first trip to the mountains,".""I was just trying to get to the top of the mountain and I was just trying to get to the top of the mountain and I was just trying to get to the top of the",GPT2
3984,circulation was suddenly cut off as,the power was cut off.,GPT2
3985,you want a telephone number in,"your name, you can call the number listed on the phone book.",GPT2
3986,a hint of resistance against the beast that oppressed them,".The first time I saw the beast, I was shocked. It was a giant,",GPT2
3987,"i shake my head ,","""I'm not sure what to do with this.",GPT2
3988,she was wearing a proud smile and bouncing in,the air.,GPT2
3989, do you think she 's just going to,"be a little bit more of a 'girl'?""""I don't know,"" she said.",GPT2
3990,he did not know how long it was,before he was killed.,GPT2
3991,now are you going to,"be able to do that?""""I'm not going to be able to do that,"" she said.",GPT2
3992,she 'd called him back but,he was not there.,GPT2
3993,"its always there , always pushing along , summer or","winter , and always looking for a new place to go.",GPT2
3994,of an uncle who went to war for,the Jews.,GPT2
3995,every emotion i can imagine anyone ever feeling,.I'm not sure if it's because of the fact that I'm a woman or if it's because of the fact that I'm a man. I'm not sure if it's because of,GPT2
3996,"the pilot briefing was still going on , with",the pilot briefing being held at the end of the day.,GPT2
3997,it was as if he,had been born in the same place as the other two.,GPT2
3998,"gasping , he shook his head to clear it",up.,GPT2
3999,the later part of that,"year, the government began to investigate the matter.",GPT2
4000,"schecter asked ,  why exactly","is this?""I'm not sure.",GPT2
4001,"he got in , he turned on the",lights and started to run.,GPT2
4002,"the doctor was in her thirties , i",".e. she was a woman of the age of twenty-five years old. She was a very good doctor,",GPT2
4003,i 've probably spent more time with you than,I did with you.,GPT2
4004,the back of his neck had begun,to swell.,GPT2
4005,she felt like she was looking down at,her hands.,GPT2
4006,epilogue three months later noelle lay on the,"ground, her face covered in blood.",GPT2
4007,how do i not know,"what to do with this?""""I don't know what to do with this,"" said the man.",GPT2
4008,"'well , thank you for",your time.,GPT2
4009,"my eyesight was feeling wonky again , but",I was able to see the light from the window.,GPT2
4010,never in a million years-or fifteen hundred-had she expected,"to be able to do it?""I'm not sure I can do it,"" she said.",GPT2
4011, i have good,reason to believe that the government is not doing enough to protect the rights of the people.,GPT2
4012,she was contemplating that when she happened to,"see him, she was so shocked that she said, ""I don't know what to do.",GPT2
4013,fighting something mentally is probably a million,times more important than the fact that you're not going to get a job.,GPT2
4014, we 're right on the,money' and 'we're going to do it for the right reasons'.,GPT2
4015,perhaps the fiery flames,"of the fire, and the burning of the earth,",GPT2
4016," i 'm impressed ,","' I'm impressed ' , ' I'm impressed ' ,",GPT2
4017,"another lie , but he doubted",it.,GPT2
4018,chase frowned and glanced at the big wolf,".""I'm not sure what you're talking about, but I'm sure you're right. I'm not sure what you're talking about,",GPT2
4019,"gingerly , she reached out a hand and",touched her hand to her chest.,GPT2
4020,i didnt know what bothered me more :,PI'm not sure if it's because I'm a fan of the game or if it's because I'm a fan of the game.,GPT2
4021,"she needed to study harder , and even","if she didn't, she was still a good student.",GPT2
4022,he had n't been,able to get a job.,GPT2
4023, ma'am ... '' my smile vanished,. I was so happy. I was so happy. I was so happy. I was so happy. I was so happy. I was so happy. I was so happy. I was so happy. I,GPT2
4024,'that 's about all there is to it,".The first thing I noticed was that the ""I'm a fan of the show"" tagline was actually a bit of a misnomer. I mean,",GPT2
4025," brockley falls ,",and the rest of the team is left to fend for themselves.,GPT2
4026,before noon today this man,was arrested for the murder of a woman in the city of Bali.,GPT2
4027,"i ask , letting him know right",away that he's not going to be able to do it.,GPT2
4028,"charmion walked around him , her hand stroking",his hair.,GPT2
4029,she was too used to,being a woman to be able to handle it.,GPT2
4030,"but then heaving a sigh of exasperation , i",".e. ""I'm not sure what to do with this.""""I'm not sure what to do with this.""""I'm not sure what to do with this",GPT2
4031,i could n't stand it if something,like that happened.,GPT2
4032,the old has made way for,"the new, and the old has made way for the new.",GPT2
4033,hippie chic was n't exactly,a new thing.,GPT2
4034, do n't touch the water,".""I'm not going to touch the water,"" he said. ""I'm not going to touch the water.""The man said he was going to take a shower,",GPT2
4035,i gave a mental eye-roll at the concept,"of a ""real"" world.",GPT2
4036, it is of course an admirable work,", but it is not a work of art.",GPT2
4037,"but there was an horrific night , soon",after the attack.,GPT2
4038, you read me right on that one,".I'm not going to lie,",GPT2
4039,"the hard-core kind , not",just the hardcore ones.,GPT2
4040,'do n't touch me,".""I'm sorry,",GPT2
4041,but waking up in her bed with her,"head in her hands, she was so scared.",GPT2
4042,she needed to figure out all,the details.,GPT2
4043," you make a good point ,",you can make a good point about the fact that you're not going to get a lot of money from it.,GPT2
4044, i do n't know the,answer to that question.,GPT2
4045, i 'm heading up to,the top of the stairs.,GPT2
4046," o , but we can not be",sure that the data is correct.,GPT2
4047,"like the old minds across the desert ,",and the new ones who are not.,GPT2
4048, i 'll peel and,then peel back.,GPT2
4049,"correct brother thomas , said brother benedict pouring",water on his brother's head.,GPT2
4050,this is a dangerous thing you,"can do to your children,"" he said.",GPT2
4051,amy he is blowing smoke,".""I'm not going to be able to do that,",GPT2
4052,"it was not much , but",he was very good at it.,GPT2
4053,she could n't imagine being with,her.,GPT2
4054,given his own say and a bit of,"a ""no"" vote.",GPT2
4055,"i walked to the kitchen , reached inside the",fridge and pulled out a small bottle of water.,GPT2
4056,i wiggle beneath her and push,her back into the bed.,GPT2
4057, we 're going to marry as,soon as we can.,GPT2
4058,and again they does the chorus and they,do the chorus and they do the chorus and they do the chorus and they do the chorus and they do the chorus and they do the chorus and they do the chorus and they do the chorus and they do the,GPT2
4059,and she was going out on a date,with a guy who was a big fan of her.,GPT2
4060," yeah , '' venkat said",". ""I'm not sure if you're right or not,",GPT2
4061,"heat filled me , thrusting hard and fast",. I felt my body shake and my legs shake. I felt my legs shake and my legs shake. I felt my legs shake and my legs shake. I felt my legs shake and my legs shake.,GPT2
4062,my heart ached for him and the pain,he felt for his family.,GPT2
4063,"it is a very broad law ,",and it is not a law that is applied to all persons.,GPT2
4064," there 's a hot spring nearby ,",and I'm not sure if it's a hot spring or not.,GPT2
4065, you 're not,a good guy' and you're not a good person.,GPT2
4066,i stopped and shot,"at the man, who was still standing.",GPT2
4067,"they hit so many , piles","of rubble, and the bodies of the dead.",GPT2
4068, nice of you,to take a look at the new version of the game.,GPT2
4069, but not alone,".""I think it's a very important issue,"" said Dr. David S. D'Amato,",GPT2
4070, i know i 'm,not going to be able to do that.,GPT2
4071,nine-tenths of the universe is the knowledge of the,universe.,GPT2
4072," i 'm waiting ... . ,",''''''''''''''',GPT2
4073,if you let your guard down for a,"second, you'll be able to get a good look at the rest of the team.",GPT2
4074," do n't worry , i",'ll just go to sleep.,GPT2
4075,tell it to the world that love and,compassion are the only things that can save us from the evils of the world.,GPT2
4076,if you see the paper house,", you can see the house.",GPT2
4077,even if only one in ten humans can,be found in the world).,GPT2
4078,one fact i learned early was that,the only way to get a good job is to work hard.,GPT2
4079,"a blue light appeared , roving from the","sky, and the sky was filled with a bright light.",GPT2
4080,id walked back to my blanket and sat,down on the bed.,GPT2
4081,"on one particular day , a few weeks","later, he was in the middle of a long conversation with a friend about the future of the company.",GPT2
